Result
"(Error: HTTPConnectionPool(host='sportsillustrated.cnn.com', port=80): Max retries exceeded with url: /soccer/wusa/2001/championship/news/2001/08/25/wusa_championship/ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002536FC926F0>: Failed to resolve 'sportsillustrated.cnn.com' ([Errno 11001] getaddrinfo failed)""))) http://sportsillustrated.cnn.com/soccer/wusa/2001/championship/news/2001/08/25/wusa_championship/"
"(Error: HTTPConnectionPool(host='paginasmemoria.cruzeirodosul.inf.br', port=80): Max retries exceeded with url: /paginas/2000/12/18/20001218028520espa0800cruz.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002536FC93920>: Failed to resolve 'paginasmemoria.cruzeirodosul.inf.br' ([Errno 11001] getaddrinfo failed)""))) http://paginasmemoria.cruzeirodosul.inf.br/paginas/2000/12/18/20001218028520espa0800cruz.pdf"
"(Error: HTTPConnectionPool(host='jogandocomelas.com.br', port=80): Max retries exceeded with url: /rosana-augusto-jogadora-do-santos-e-da-selecao-brasileira-anuncia-aposentadoria/ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002536FC92300>: Failed to resolve 'jogandocomelas.com.br' ([Errno 11001] getaddrinfo failed)""))) http://jogandocomelas.com.br/rosana-augusto-jogadora-do-santos-e-da-selecao-brasileira-anuncia-aposentadoria/"
"(Error: HTTPConnectionPool(host='www.femininodobrasil.com', port=80): Max retries exceeded with url: /2017/02/chu-santos-uma-jogadora-completa.html (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002536FC82090>: Failed to resolve 'www.femininodobrasil.com' ([Errno 11001] getaddrinfo failed)""))) http://www.femininodobrasil.com/2017/02/chu-santos-uma-jogadora-completa.html"
"(Error: HTTPConnectionPool(host='www.futeboldabahia.com.br', port=80): Max retries exceeded with url: /Feminino.html (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002536FC83CB0>: Failed to resolve 'www.futeboldabahia.com.br' ([Errno 11001] getaddrinfo failed)""))) http://www.futeboldabahia.com.br/Feminino.html"
(403) http://www.espn.com.br/noticia/556235_ferroviaria-vence-colo-colo-por-3-a-1-e-conquista-libertadores-feminina
"(Error: HTTPConnectionPool(host='www.bolabrasilmulher.com.br', port=80): Read timed out. (read timeout=5)) http://www.bolabrasilmulher.com.br/conheca-a-chu-santos-atacante-convocada-pela-tecnica-emily-lima/"
"(Error: HTTPConnectionPool(host='www.bayareasportsdrive.com', port=80): Read timed out. (read timeout=5)) http://www.bayareasportsdrive.com/soccer/sissi.htm"
(404) http://www.ecuafutbol.org/copa_america/team.aspx?ID=BRA
(403) http://www.espn.com.br/noticia/667127_aos-38-anos-volante-formiga-acerta-com-o-paris-saint-germain
(200) http://www.saadec.com.br/noticiamostra.php?id=223
(200) https://avai.com.br/novo/julia-bianchi-dedicou-primeiro-gol-do-brasileirao-2020-ao-avo/
(500) https://br.search.yahoo.com/?fr2=p:sportsrd
(200) https://agenciabrasil.ebc.com.br/esportes/noticia/2020-02/bia-zaneratto-chega-ao-palmeiras-em-momento-magico-do-futebol-feminino
(200) https://claudia.abril.com.br/famosos/conheca-formiga-a-jogadora-recordista-em-copas-da-selecao-brasileira/
(403) http://www.wpsl.info/news/04_0121.html
"(Error: HTTPConnectionPool(host='www.periodicos.letras.ufmg.br', port=80): Read timed out. (read timeout=5)) http://www.periodicos.letras.ufmg.br/index.php/fulia/issue/view/677/showToc"
"(Error: HTTPConnectionPool(host='mngr.saopaulofc.net', port=80): Max retries exceeded with url: /media/164076/spfc_book_futebol_feminino_paulista_1997.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002536FC91670>, 'Connection to mngr.saopaulofc.net timed out. (connect timeout=5)'))) http://mngr.saopaulofc.net/media/164076/spfc_book_futebol_feminino_paulista_1997.pdf"
